2023-06-16 18:15:21,366: Experiment begins, dataset: Cora
2023-06-16 18:15:29,588: Parameter set 0001: hidden_dim = 08, lr=0.0050, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7087
2023-06-16 23:12:45,628: Parameter set 0093: hidden_dim = 08, lr=0.0125, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.713
2023-06-16 23:12:53,797: Parameter set 0094: hidden_dim = 16, lr=0.0125, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7347
2023-06-16 23:13:01,861: Parameter set 0095: hidden_dim = 16, lr=0.0125, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7293
2023-06-16 23:13:10,409: Parameter set 0096: hidden_dim = 16, lr=0.0125, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7523
2023-06-16 23:13:18,559: Parameter set 0097: hidden_dim = 32, lr=0.0125, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7177
2023-06-16 23:13:26,672: Parameter set 0098: hidden_dim = 32, lr=0.0125, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.747
2023-06-16 23:13:34,985: Parameter set 0099: hidden_dim = 32, lr=0.0125, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.742
2023-06-16 23:13:43,126: Parameter set 0100: hidden_dim = 08, lr=0.0125, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7497
2023-06-16 23:13:51,378: Parameter set 0101: hidden_dim = 08, lr=0.0125, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.753
2023-06-16 23:13:59,403: Parameter set 0102: hidden_dim = 08, lr=0.0125, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7527
2023-06-16 23:14:07,626: Parameter set 0103: hidden_dim = 16, lr=0.0125, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7577
2023-06-16 23:14:16,319: Parameter set 0104: hidden_dim = 16, lr=0.0125, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7523
2023-06-16 23:14:25,920: Parameter set 0105: hidden_dim = 16, lr=0.0125, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.749
2023-06-16 23:14:35,326: Parameter set 0106: hidden_dim = 32, lr=0.0125, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.752
2023-06-16 23:14:44,910: Parameter set 0107: hidden_dim = 32, lr=0.0125, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7353
2023-06-16 23:14:54,054: Parameter set 0108: hidden_dim = 32, lr=0.0125, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7547
2023-06-16 23:15:02,544: Parameter set 0109: hidden_dim = 08, lr=0.0125, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7583
2023-06-16 23:15:10,730: Parameter set 0110: hidden_dim = 08, lr=0.0125, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7473
2023-06-16 23:15:18,936: Parameter set 0111: hidden_dim = 08, lr=0.0125, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.739
2023-06-16 23:15:27,091: Parameter set 0112: hidden_dim = 16, lr=0.0125, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7367
2023-06-16 23:15:37,313: Parameter set 0113: hidden_dim = 16, lr=0.0125, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.761
2023-06-16 23:15:45,546: Parameter set 0114: hidden_dim = 16, lr=0.0125, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.743
2023-06-16 23:15:54,296: Parameter set 0115: hidden_dim = 32, lr=0.0125, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7597
2023-06-16 23:16:02,404: Parameter set 0116: hidden_dim = 32, lr=0.0125, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7427
2023-06-16 23:16:10,534: Parameter set 0117: hidden_dim = 32, lr=0.0125, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7437
2023-06-16 23:16:19,079: Parameter set 0118: hidden_dim = 08, lr=0.0125, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7397
2023-06-16 23:16:28,863: Parameter set 0119: hidden_dim = 08, lr=0.0125, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.762
2023-06-16 23:16:42,087: Parameter set 0120: hidden_dim = 08, lr=0.0125, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7633
2023-06-16 23:16:54,458: Parameter set 0121: hidden_dim = 16, lr=0.0125, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7463
2023-06-16 23:17:04,209: Parameter set 0122: hidden_dim = 16, lr=0.0125, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7377
2023-06-16 23:17:16,105: Parameter set 0123: hidden_dim = 16, lr=0.0125, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.754
2023-06-16 23:17:25,865: Parameter set 0124: hidden_dim = 32, lr=0.0125, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7663
2023-06-16 23:17:35,492: Parameter set 0125: hidden_dim = 32, lr=0.0125, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7563
2023-06-16 23:17:43,776: Parameter set 0126: hidden_dim = 32, lr=0.0125, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7523
2023-06-16 23:17:51,983: Parameter set 0127: hidden_dim = 08, lr=0.0125, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7507
2023-06-16 23:18:00,170: Parameter set 0128: hidden_dim = 08, lr=0.0125, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7227
2023-06-16 23:18:09,275: Parameter set 0129: hidden_dim = 08, lr=0.0125, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7403
2023-06-16 23:18:19,458: Parameter set 0130: hidden_dim = 16, lr=0.0125, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.729
2023-06-16 23:18:28,989: Parameter set 0131: hidden_dim = 16, lr=0.0125, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7393
2023-06-16 23:18:39,967: Parameter set 0132: hidden_dim = 16, lr=0.0125, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7413
2023-06-16 23:18:49,466: Parameter set 0133: hidden_dim = 32, lr=0.0125, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7437
2023-06-16 23:18:58,215: Parameter set 0134: hidden_dim = 32, lr=0.0125, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.74
2023-06-16 23:19:07,065: Parameter set 0135: hidden_dim = 32, lr=0.0125, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7437
2023-06-16 23:19:14,453: Parameter set 0136: hidden_dim = 08, lr=0.0130, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7307
2023-06-16 23:19:22,326: Parameter set 0137: hidden_dim = 08, lr=0.0130, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.717
2023-06-16 23:19:30,270: Parameter set 0138: hidden_dim = 08, lr=0.0130, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7233
2023-06-16 23:19:39,755: Parameter set 0139: hidden_dim = 16, lr=0.0130, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7187
2023-06-16 23:19:49,106: Parameter set 0140: hidden_dim = 16, lr=0.0130, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.746
2023-06-16 23:19:59,066: Parameter set 0141: hidden_dim = 16, lr=0.0130, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.742
2023-06-16 23:20:09,529: Parameter set 0142: hidden_dim = 32, lr=0.0130, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7187
2023-06-16 23:20:19,463: Parameter set 0143: hidden_dim = 32, lr=0.0130, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7377
2023-06-16 23:20:27,900: Parameter set 0144: hidden_dim = 32, lr=0.0130, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.744
2023-06-16 23:20:36,226: Parameter set 0145: hidden_dim = 08, lr=0.0130, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.739
2023-06-16 23:20:46,021: Parameter set 0146: hidden_dim = 08, lr=0.0130, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.776
2023-06-16 23:20:54,907: Parameter set 0147: hidden_dim = 08, lr=0.0130, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7253
2023-06-16 23:21:03,184: Parameter set 0148: hidden_dim = 16, lr=0.0130, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7483
2023-06-16 23:21:11,078: Parameter set 0149: hidden_dim = 16, lr=0.0130, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.752
2023-06-16 23:21:20,620: Parameter set 0150: hidden_dim = 16, lr=0.0130, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.736
2023-06-16 23:21:29,089: Parameter set 0151: hidden_dim = 32, lr=0.0130, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7417
2023-06-16 23:21:38,577: Parameter set 0152: hidden_dim = 32, lr=0.0130, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7387
2023-06-16 23:21:47,110: Parameter set 0153: hidden_dim = 32, lr=0.0130, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7473
2023-06-16 23:21:55,913: Parameter set 0154: hidden_dim = 08, lr=0.0130, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7617
2023-06-16 23:22:04,432: Parameter set 0155: hidden_dim = 08, lr=0.0130, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.762
2023-06-16 23:22:12,606: Parameter set 0156: hidden_dim = 08, lr=0.0130, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7533
2023-06-16 23:22:20,831: Parameter set 0157: hidden_dim = 16, lr=0.0130, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7527
2023-06-16 23:22:29,749: Parameter set 0158: hidden_dim = 16, lr=0.0130, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7687
2023-06-16 23:22:40,606: Parameter set 0159: hidden_dim = 16, lr=0.0130, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7563
2023-06-16 23:22:49,565: Parameter set 0160: hidden_dim = 32, lr=0.0130, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.761
2023-06-16 23:22:58,220: Parameter set 0161: hidden_dim = 32, lr=0.0130, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7397
2023-06-16 23:23:07,324: Parameter set 0162: hidden_dim = 32, lr=0.0130, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7377
2023-06-16 23:23:15,666: Parameter set 0163: hidden_dim = 08, lr=0.0130, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7537
2023-06-16 23:23:24,220: Parameter set 0164: hidden_dim = 08, lr=0.0130, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7647
2023-06-16 23:23:33,271: Parameter set 0165: hidden_dim = 08, lr=0.0130, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7603
2023-06-16 23:23:40,791: Parameter set 0166: hidden_dim = 16, lr=0.0130, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.738
2023-06-16 23:23:47,663: Parameter set 0167: hidden_dim = 16, lr=0.0130, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7447
2023-06-16 23:23:56,119: Parameter set 0168: hidden_dim = 16, lr=0.0130, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.745
2023-06-16 23:24:04,494: Parameter set 0169: hidden_dim = 32, lr=0.0130, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7607
2023-06-16 23:24:12,769: Parameter set 0170: hidden_dim = 32, lr=0.0130, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.759
2023-06-16 23:24:20,991: Parameter set 0171: hidden_dim = 32, lr=0.0130, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7657
2023-06-16 23:24:29,710: Parameter set 0172: hidden_dim = 08, lr=0.0130, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.73
2023-06-16 23:24:38,366: Parameter set 0173: hidden_dim = 08, lr=0.0130, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.741
2023-06-16 23:24:46,559: Parameter set 0174: hidden_dim = 08, lr=0.0130, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7547
2023-06-16 23:24:54,777: Parameter set 0175: hidden_dim = 16, lr=0.0130, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.742
2023-06-16 23:25:03,184: Parameter set 0176: hidden_dim = 16, lr=0.0130, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7433
2023-06-16 23:25:11,432: Parameter set 0177: hidden_dim = 16, lr=0.0130, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7487
2023-06-16 23:25:19,623: Parameter set 0178: hidden_dim = 32, lr=0.0130, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7433
2023-06-16 23:25:27,892: Parameter set 0179: hidden_dim = 32, lr=0.0130, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7317
2023-06-16 23:25:36,115: Parameter set 0180: hidden_dim = 32, lr=0.0130, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7357
2023-06-16 23:25:44,368: Parameter set 0181: hidden_dim = 08, lr=0.0135, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.755
2023-06-16 23:25:52,525: Parameter set 0182: hidden_dim = 08, lr=0.0135, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.727
2023-06-16 23:26:00,671: Parameter set 0183: hidden_dim = 08, lr=0.0135, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7437
2023-06-16 23:26:08,937: Parameter set 0184: hidden_dim = 16, lr=0.0135, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7417
2023-06-16 23:26:17,334: Parameter set 0185: hidden_dim = 16, lr=0.0135, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.752
2023-06-16 23:26:25,638: Parameter set 0186: hidden_dim = 16, lr=0.0135, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7397
2023-06-16 23:26:33,842: Parameter set 0187: hidden_dim = 32, lr=0.0135, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7623
2023-06-16 23:26:42,195: Parameter set 0188: hidden_dim = 32, lr=0.0135, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.724
2023-06-16 23:26:50,392: Parameter set 0189: hidden_dim = 32, lr=0.0135, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7327
2023-06-16 23:26:58,917: Parameter set 0190: hidden_dim = 08, lr=0.0135, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7513
2023-06-16 23:27:08,190: Parameter set 0191: hidden_dim = 08, lr=0.0135, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.735
2023-06-16 23:27:16,170: Parameter set 0192: hidden_dim = 08, lr=0.0135, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7717
2023-06-16 23:27:24,123: Parameter set 0193: hidden_dim = 16, lr=0.0135, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7593
2023-06-16 23:27:32,214: Parameter set 0194: hidden_dim = 16, lr=0.0135, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.752
2023-06-16 23:27:40,262: Parameter set 0195: hidden_dim = 16, lr=0.0135, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.746
2023-06-16 23:27:48,279: Parameter set 0196: hidden_dim = 32, lr=0.0135, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7287
2023-06-16 23:27:56,173: Parameter set 0197: hidden_dim = 32, lr=0.0135, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7187
2023-06-16 23:28:04,853: Parameter set 0198: hidden_dim = 32, lr=0.0135, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7357
2023-06-16 23:28:14,321: Parameter set 0199: hidden_dim = 08, lr=0.0135, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7393
2023-06-16 23:28:23,806: Parameter set 0200: hidden_dim = 08, lr=0.0135, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7373
2023-06-16 23:28:32,043: Parameter set 0201: hidden_dim = 08, lr=0.0135, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7563
2023-06-16 23:28:40,200: Parameter set 0202: hidden_dim = 16, lr=0.0135, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7677
2023-06-16 23:28:48,493: Parameter set 0203: hidden_dim = 16, lr=0.0135, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.764
2023-06-16 23:28:56,578: Parameter set 0204: hidden_dim = 16, lr=0.0135, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7597
2023-06-16 23:29:04,942: Parameter set 0205: hidden_dim = 32, lr=0.0135, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.759
2023-06-16 23:29:14,628: Parameter set 0206: hidden_dim = 32, lr=0.0135, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7457
2023-06-16 23:29:25,120: Parameter set 0207: hidden_dim = 32, lr=0.0135, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7423
2023-06-16 23:29:34,866: Parameter set 0208: hidden_dim = 08, lr=0.0135, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7557
2023-06-16 23:29:43,852: Parameter set 0209: hidden_dim = 08, lr=0.0135, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7507
2023-06-16 23:29:52,311: Parameter set 0210: hidden_dim = 08, lr=0.0135, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7447
2023-06-16 23:30:00,187: Parameter set 0211: hidden_dim = 16, lr=0.0135, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.765
2023-06-16 23:30:07,238: Parameter set 0212: hidden_dim = 16, lr=0.0135, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7497
2023-06-16 23:30:14,127: Parameter set 0213: hidden_dim = 16, lr=0.0135, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.756
2023-06-16 23:30:21,144: Parameter set 0214: hidden_dim = 32, lr=0.0135, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7487
2023-06-16 23:30:28,473: Parameter set 0215: hidden_dim = 32, lr=0.0135, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7693
2023-06-16 23:30:35,804: Parameter set 0216: hidden_dim = 32, lr=0.0135, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7503
2023-06-16 23:30:43,071: Parameter set 0217: hidden_dim = 08, lr=0.0135, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7547
2023-06-16 23:30:50,279: Parameter set 0218: hidden_dim = 08, lr=0.0135, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7337
2023-06-16 23:30:57,450: Parameter set 0219: hidden_dim = 08, lr=0.0135, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7443
2023-06-16 23:31:05,522: Parameter set 0220: hidden_dim = 16, lr=0.0135, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.751
2023-06-16 23:31:14,697: Parameter set 0221: hidden_dim = 16, lr=0.0135, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7303
2023-06-16 23:31:22,190: Parameter set 0222: hidden_dim = 16, lr=0.0135, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7477
2023-06-16 23:31:29,619: Parameter set 0223: hidden_dim = 32, lr=0.0135, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.743
2023-06-16 23:31:36,841: Parameter set 0224: hidden_dim = 32, lr=0.0135, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.739
2023-06-16 23:31:44,121: Parameter set 0225: hidden_dim = 32, lr=0.0135, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7387
2023-06-16 23:31:51,563: Parameter set 0226: hidden_dim = 08, lr=0.0140, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7423
2023-06-16 23:31:58,868: Parameter set 0227: hidden_dim = 08, lr=0.0140, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7347
2023-06-16 23:32:06,080: Parameter set 0228: hidden_dim = 08, lr=0.0140, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.726
2023-06-16 23:32:13,243: Parameter set 0229: hidden_dim = 16, lr=0.0140, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.733
2023-06-16 23:32:20,410: Parameter set 0230: hidden_dim = 16, lr=0.0140, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.718
2023-06-16 23:32:27,585: Parameter set 0231: hidden_dim = 16, lr=0.0140, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.6983
2023-06-16 23:32:34,804: Parameter set 0232: hidden_dim = 32, lr=0.0140, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7283
2023-06-16 23:32:42,157: Parameter set 0233: hidden_dim = 32, lr=0.0140, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7453
2023-06-16 23:32:49,609: Parameter set 0234: hidden_dim = 32, lr=0.0140, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.736
2023-06-16 23:32:57,063: Parameter set 0235: hidden_dim = 08, lr=0.0140, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.761
2023-06-16 23:33:04,747: Parameter set 0236: hidden_dim = 08, lr=0.0140, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7257
2023-06-16 23:33:12,620: Parameter set 0237: hidden_dim = 08, lr=0.0140, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.747
2023-06-16 23:33:20,213: Parameter set 0238: hidden_dim = 16, lr=0.0140, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7627
2023-06-16 23:33:28,629: Parameter set 0239: hidden_dim = 16, lr=0.0140, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7327
2023-06-16 23:33:36,981: Parameter set 0240: hidden_dim = 16, lr=0.0140, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.738
2023-06-16 23:33:45,412: Parameter set 0241: hidden_dim = 32, lr=0.0140, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.756
2023-06-16 23:33:53,987: Parameter set 0242: hidden_dim = 32, lr=0.0140, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.757
2023-06-16 23:34:04,005: Parameter set 0243: hidden_dim = 32, lr=0.0140, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7517
2023-06-16 23:34:12,219: Parameter set 0244: hidden_dim = 08, lr=0.0140, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.742
2023-06-16 23:34:20,467: Parameter set 0245: hidden_dim = 08, lr=0.0140, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.762
2023-06-16 23:34:29,869: Parameter set 0246: hidden_dim = 08, lr=0.0140, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7573
2023-06-16 23:34:41,179: Parameter set 0247: hidden_dim = 16, lr=0.0140, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7637
2023-06-16 23:34:52,517: Parameter set 0248: hidden_dim = 16, lr=0.0140, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.76
2023-06-16 23:35:03,808: Parameter set 0249: hidden_dim = 16, lr=0.0140, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.757
2023-06-16 23:35:14,948: Parameter set 0250: hidden_dim = 32, lr=0.0140, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7427
2023-06-16 23:35:23,778: Parameter set 0251: hidden_dim = 32, lr=0.0140, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.766
2023-06-16 23:35:31,379: Parameter set 0252: hidden_dim = 32, lr=0.0140, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7497
2023-06-16 23:35:39,127: Parameter set 0253: hidden_dim = 08, lr=0.0140, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7537
2023-06-16 23:35:46,870: Parameter set 0254: hidden_dim = 08, lr=0.0140, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7573
2023-06-16 23:35:55,632: Parameter set 0255: hidden_dim = 08, lr=0.0140, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.741
2023-06-16 23:36:05,118: Parameter set 0256: hidden_dim = 16, lr=0.0140, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7423
2023-06-16 23:36:12,335: Parameter set 0257: hidden_dim = 16, lr=0.0140, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7583
2023-06-16 23:36:19,633: Parameter set 0258: hidden_dim = 16, lr=0.0140, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7587
2023-06-16 23:36:26,868: Parameter set 0259: hidden_dim = 32, lr=0.0140, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.762
2023-06-16 23:36:34,280: Parameter set 0260: hidden_dim = 32, lr=0.0140, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7497
2023-06-16 23:36:41,560: Parameter set 0261: hidden_dim = 32, lr=0.0140, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7643
2023-06-16 23:36:48,466: Parameter set 0262: hidden_dim = 08, lr=0.0140, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7393
2023-06-16 23:36:55,626: Parameter set 0263: hidden_dim = 08, lr=0.0140, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7443
2023-06-16 23:37:02,954: Parameter set 0264: hidden_dim = 08, lr=0.0140, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7353
2023-06-16 23:37:11,306: Parameter set 0265: hidden_dim = 16, lr=0.0140, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7547
2023-06-16 23:37:19,986: Parameter set 0266: hidden_dim = 16, lr=0.0140, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.749
